      -0.1000            0.0000000
      -0.0333            0.0000220
       0.0333            0.0000000
       0.1000            0.0000000
       0.1667            0.0000000
       0.2334            0.0000000
       0.3001            0.0000000
       0.3668            0.0000170
       0.4335            0.0000276
       0.5002            0.0000236
       0.5669            0.0001180
       0.6336            0.0002164
       0.7003            0.0001854
       0.7670            0.0002516
       0.8337            0.0000688
       0.9004            0.0002964
       0.9670            0.0002338
       1.0337            0.0000736
       1.1004            0.0001388
       1.1671            0.0002966
       1.2338            0.0000822
       1.3005            0.0003500
       1.3672            0.0003804
       1.4339            0.0004676
       1.5006            0.0004084
       1.5673            0.0003626
       1.6340            0.0004054
       1.7007            0.0001778
       1.7674            0.0001476
       1.8341            0.0003902
       1.9007            0.0004522
       1.9674            0.0005478
       2.0341            0.0006960
       2.1008            0.0005092
       2.1675            0.0004840
       2.2342            0.0011792
       2.3009            0.0008616
       2.3676            0.0002602
       2.4343            0.0004172
       2.5010            0.0010558
       2.5677            0.0010538
       2.6344            0.0010938
       2.7011            0.0007074
       2.7678            0.0008818
       2.8344            0.0006496
       2.9011            0.0024186
       2.9678            0.0018758
       3.0345            0.0018532
       3.1012            0.0017704
       3.1679            0.0032144
       3.2346            0.0013608
       3.3013            0.0027100
       3.3680            0.0014934
       3.4347            0.0024878
       3.5014            0.0033064
       3.5681            0.0025800
       3.6348            0.0031460
       3.7015            0.0016836
       3.7682            0.0026344
       3.8348            0.0020922
       3.9015            0.0047320
       3.9682            0.0026564
       4.0349            0.0044928
       4.1016            0.0040202
       4.1683            0.0054810
       4.2350            0.0053838
       4.3017            0.0058270
       4.3684            0.0044666
       4.4351            0.0047932
       4.5018            0.0027432
       4.5685            0.0036030
       4.6352            0.0052730
       4.7019            0.0048114
       4.7685            0.0061546
       4.8352            0.0068876
       4.9019            0.0050232
       4.9686            0.0052012
       5.0353            0.0043512
       5.1020            0.0046034
       5.1687            0.0057360
       5.2354            0.0038920
       5.3021            0.0057410
       5.3688            0.0035896
       5.4355            0.0066740
       5.5022            0.0042248
       5.5689            0.0068192
       5.6356            0.0064710
       5.7022            0.0050582
       5.7689            0.0036050
       5.8356            0.0066874
       5.9023            0.0041152
       5.9690            0.0038066
       6.0357            0.0040920
       6.1024            0.0041044
       6.1691            0.0040194
       6.2358            0.0040364
       6.3025            0.0039078
       6.3692            0.0037816
       6.4359            0.0036304
       6.5026            0.0036510
       6.5693            0.0038888
       6.6359            0.0039516
       6.7026            0.0053136
       6.7693            0.0058856
       6.8360            0.0040762
       6.9027            0.0046442
       6.9694            0.0041958
       7.0361            0.0034992
       7.1028            0.0040754
       7.1695            0.0036606
       7.2362            0.0035582
       7.3029            0.0034936
       7.3696            0.0037908
       7.4363            0.0029926
       7.5030            0.0050014
       7.5696            0.0049204
       7.6363            0.0060110
       7.7030            0.0096974
       7.7697            0.0046716
       7.8364            0.0036730
       7.9031            0.0022088
       7.9698            0.0016748
       8.0365            0.0012608
       8.1032            0.0013454
       8.1699            0.0009122
       8.2366            0.0007376
       8.3033            0.0006234
       8.3700            0.0006672
       8.4367            0.0006128
       8.5033            0.0005232
       8.5700            0.0004456
       8.6367            0.0004530
       8.7034            0.0004752
       8.7701            0.0003950
       8.8368            0.0003470
       8.9035            0.0006884
       8.9702            0.0003274
       9.0369            0.0002518
       9.1036            0.0003316
       9.1703            0.0003282
       9.2370            0.0001590
       9.3037            0.0001250
       9.3704            0.0000306
       9.4370            0.0000000
       9.5037            0.0000000
       
       
